Discipline,Subfield,Methodology,Title,Abstract,URL,Source
Computer Science,Computer Systems and Architecture,Design and Development,"Functional Augmented State Transfer (FAST) Architecture for
  Computationally Intensive Network Applications","We describe a novel architecture that combines the simplicity of RESTful
architecture with the power of functional programming for delivering
web-services. Although, RESTful architecture has been quite useful in
simplifying the development of scalable systems, it is not suited for all types
of network applications. Our architecture improves upon the RESTful
architecture to provide scalable framework for computationally intensive
network applications. The proposed architecture is ideal for applications that
involve data management and data analysis/calculations on data. Data analytics
and financial calculations are two areas where the architecture can be applied
efficiently.",http://arxiv.org/abs/1607.05075v1,arXiv
Computer Science,Computer Systems and Architecture,Design and Development,A Survey of Machine Learning for Computer Architecture and Systems,"It has been a long time that computer architecture and systems are optimized
for efficient execution of machine learning (ML) models. Now, it is time to
reconsider the relationship between ML and systems, and let ML transform the
way that computer architecture and systems are designed. This embraces a
twofold meaning: improvement of designers' productivity, and completion of the
virtuous cycle. In this paper, we present a comprehensive review of the work
that applies ML for computer architecture and system design. First, we perform
a high-level taxonomy by considering the typical role that ML techniques take
in architecture/system design, i.e., either for fast predictive modeling or as
the design methodology. Then, we summarize the common problems in computer
architecture/system design that can be solved by ML techniques, and the typical
ML techniques employed to resolve each of them. In addition to emphasis on
computer architecture in a narrow sense, we adopt the concept that data centers
can be recognized as warehouse-scale computers; sketchy discussions are
provided in adjacent computer systems, such as code generation and compiler; we
also give attention to how ML techniques can aid and transform design
automation. We further provide a future vision of opportunities and potential
directions, and envision that applying ML for computer architecture and systems
would thrive in the community.",http://arxiv.org/abs/2102.07952v2,arXiv
Computer Science,Computer Systems and Architecture,Theoretical / Conceptual,Banyan networks for partitioning multiprocessor systems,"<jats:p>This paper describes a class of partitioning networks, called banyans, whose cost function grows more slowly than that of the crossbar and whose fan-out requirements are independent of network size. Such networks can economically partition the resources of large modular systems into a wide variety of subsystems. Any possible partition can be realized by paralleling several networks or by multiplexing a single network in a manner to be described later. Results will be given indicating that a cost/performance advantage over the crossbar can be obtained for large systems and that the crossbar can, in fact, be considered a non-optimal special case of a banyan network. Inherent fail-soft capability and the existence of rapid control algorithms which can be largely performed by distributed logic within the network are also important attributes of banyans.</jats:p>
          <jats:p>This paper presents fundamental properties and preliminary simulation results of banyan partitioning networks. A more detailed treatment, including proofs of theoretical properties, is reserved for reference (5).</jats:p>",https://doi.org/10.1145/633642.803967,CrossRef
Computer Science,Computer Systems and Architecture,Theoretical / Conceptual,Modeling Network Architecture: A Cloud Case Study,"The Internet s ability to support a wide range of services depends on the
network architecture and theoretical and practical innovations necessary for
future networks. Network architecture in this context refers to the structure
of a computer network system as well as interactions among its physical
components, their configuration, and communication protocols. Various
descriptions of architecture have been developed over the years with an
unusually large number of superficial icons and symbols. This situation has
created a need for more coherent systematic representations of network
architecture. This paper is intended to refine the design, analysis, and
documentation of network architecture by adopting a conceptual model called a
thinging (abstract) machine (TM), which views all components of a network in
terms of a single notion: the flow of things in a TM. Since cloud computing has
become increasingly popular in the last few years as a model for a shared pool
of networks, servers, storage, and applications, we apply the TM to model a
real case study of cloud networks. The resultant model introduces an integrated
representation of computer networks.",http://arxiv.org/abs/2004.10350v1,arXiv
Computer Science,Computer Systems and Architecture,Theoretical / Conceptual,Assessing Random Dynamical Network Architectures for Nanoelectronics,"Independent of the technology, it is generally expected that future nanoscale
devices will be built from vast numbers of densely arranged devices that
exhibit high failure rates. Other than that, there is little consensus on what
type of technology and computing architecture holds most promises to go far
beyond today's top-down engineered silicon devices. Cellular automata (CA) have
been proposed in the past as a possible class of architectures to the von
Neumann computing architecture, which is not generally well suited for future
parallel and fine-grained nanoscale electronics. While the top-down engineered
semi-conducting technology favors regular and locally interconnected
structures, future bottom-up self-assembled devices tend to have irregular
structures because of the current lack precise control over these processes. In
this paper, we will assess random dynamical networks, namely Random Boolean
Networks (RBNs) and Random Threshold Networks (RTNs), as alternative computing
architectures and models for future information processing devices. We will
illustrate that--from a theoretical perspective--they offer superior properties
over classical CA-based architectures, such as inherent robustness as the
system scales up, more efficient information processing capabilities, and
manufacturing benefits for bottom-up designed devices, which motivates this
investigation. We will present recent results on the dynamic behavior and
robustness of such random dynamical networks while also including manufacturing
issues in the assessment.",http://arxiv.org/abs/0805.2684v1,arXiv
Computer Science,Human-Computer Interaction,Quantitative,The Sensorium: A Multimodal Neurofeedback Environment,"<jats:p>The Sensorium is a neurofeedback environment that allows people to experience signals from their nonperceptible body processes visually and auditorily. Various (neuro-)physiological rhythms and frequencies are projected simultaneously as soundscapes and “lightscapes” into the environment. A wireless physiological amplifier device sends signals such as EEG and ECG to a computer for real-time processing using the modified brain-computer interface software “Thought Translation Device” (TTD). The TTD performs signal filtering, parametric orchestral sonification, and light control. In a pilot study, 20 participants have been exposed to their ongoing brain and heart signals while sitting inside the Sensorium, a small room equipped with a speaker and lighting system. Almost all of them reported an increase in contentment, relaxation, happiness, and inner harmony. They also reported a widening in their body consciousness. In future, therapeutic paradigms will be developed and the treatment effects on people with psychosomatic diseases will be evaluated.</jats:p>",https://doi.org/10.1155/2011/724204,CrossRef
Computer Science,Human-Computer Interaction,Quantitative,Wide Bezel Televisions Decrease Immersive Experiences,"<jats:p>This study explored how telepresence could be affected by stimuli from reality that distracts people while they are watching television. The sample comprised of 36 undergraduate and graduate students from a university in South Korea (age range: 18–38 years, <jats:italic>M</jats:italic> = 22.61, and SD = 4.12). A between-subjects experimental design was employed with two types of viewing equipment (a television screen vs. a television screen with side screens that act as stimuli from reality) and two bezel widths (2 cm vs. 10 cm) to examine how each condition influenced the viewers’ perceived telepresence. The results revealed that participants’ perception of telepresence was not affected by the type of viewing equipment. However, the level of telepresence was affected by the bezel width: the thinner the bezel, the more telepresence felt by the viewers. These findings provide important insights that can guide the future designs of screen bezels for televisions and other devices in order to more effectively create immersive virtual worlds. Future studies are needed to examine the relationship between central vision and telepresence.</jats:p>",https://doi.org/10.1155/2020/9349560,CrossRef
Computer Science,Human-Computer Interaction,Quantitative,"Human Computer Interaction, Cognitive Cybernetic &amp; Captological Education","<jats:p>This paper was inspired by the topics by Marshal McLuhan about cibernetisation media understanding, associated with new findings in intelligent systems that lead towards technological anthropomorphisation, and Larsen's model of cognitive controller mood. The results of research conducted from 1990 to the present day outlining the issues associated with captology are presented, and their transfer to specific areas in education outlined. The objective of the theory is to comprehend, interpret and describe the appearance of various disciplines in the natural and social sciences relating to cognitive cybernetics and Human Computer Interaction. In accordance with the unique principles, multidisciplinarity is replaced by pluriperspectivity, and an approach to integrating research methods with engineering design. The theory answers questions using cognitive cybernetics and its recognition and transformation of Descartes's saying: ""cogito ergo sum"", (I think, therefore I am). Work presents the relationship and correlation between man and technology as Human computer interaction with technological definitions Intelligent Systems and Captology. Special attention is focused on today's modern education with the use of virtual media and the cultural matrix within which the particular media is active. For intelligent educations systems to become more useful and acceptable, we need to consider the “system” as a synergistic composition of software behaviors, and the human interacting.  Human interaction must be dominant and having considered the ruling. This cannot be achieved with today's captological educational media. Captological educational media stifles people, casts their most important, (social), role in education and makes them unhappy? Human Computer Interaction, as a strategy and philosophy, is the future of education!</jats:p>",https://doi.org/10.18063/phci.v1i2.759,CrossRef
Computer Science,Human-Computer Interaction,Quantitative,Pointing Devices for Wearable Computers,"<jats:p>We present a survey of pointing devices for wearable computers, which are body-mounted devices that users can access at any time. Since traditional pointing devices (i.e., mouse, touchpad, and trackpoint) were designed to be used on a steady and flat surface they are inappropriate for wearable computers. Just as the advent of laptops resulted in the development of the touchpad and trackpoint, the emergence of wearable computers is leading to the development of pointing devices designed for them. However, unlike laptops, since wearable computers are operated from different body positions under different environmental conditions for different uses, researchers have developed a variety of innovative pointing devices for wearable computers characterized by their sensing mechanism, control mechanism, and form factor. We survey a representative set of pointing devices for wearable computers using an “adaptation of traditional devices” versus “new devices” dichotomy and study devices according to their control and sensing mechanisms and form factor. The objective of this paper is to showcase a variety of pointing devices developed for wearable computers and bring structure to the design space for wearable pointing devices. We conclude that a de facto pointing device for wearable computers, unlike laptops, is not likely to emerge.</jats:p>",https://doi.org/10.1155/2014/527320,CrossRef
Computer Science,Human-Computer Interaction,Quantitative,An Intelligent Framework for Website Usability,"<jats:p>With the major advances of the Internet throughout the past couple of years, websites have come to play a central role in the modern marketing business program. However, simply owning a website is not enough for a business to prosper on the Web. Indeed, it is the level of usability of a website that determines if a user stays or abandons it for another competing one. It is therefore crucial to understand the importance of usability on the web, and consequently the need for its evaluation. Nonetheless, there exist a number of obstacles preventing software organizations from successfully applying sound website usability evaluation strategies in practice. From this point of view automation of the latter is extremely beneficial, which not only assists designers in creating more usable websites, but also enhances the Internet users’ experience on the Web and increases their level of satisfaction. As a means of addressing this problem, an Intelligent Usability Evaluation (IUE) tool is proposed that automates the usability evaluation process by employing a Heuristic Evaluation technique in an intelligent manner through the adoption of several research-based AI methods. Experimental results show there exists a high correlation between the tool and human annotators when identifying the considered usability violations.</jats:p>",https://doi.org/10.1155/2014/479286,CrossRef
Computer Science,Human-Computer Interaction,Qualitative,A Common Framework for Audience Interactivity,"Audience interactivity is interpreted differently across domains. This
research develops a framework to describe audience interactivity across a broad
range of experiences. We build on early work characterizing child audience
interactivity experiences, expanding on these findings with an extensive review
of literature in theater, games, and theme parks, paired with expert interviews
in those domains. The framework scaffolds interactivity as nested spheres of
audience influence, and comprises a series of dimensions of audience
interactivity including a Spectrum of Audience Interactivity. This framework
aims to develop a common taxonomy for researchers and practitioners working
with audience interactivity experiences.",http://arxiv.org/abs/1710.03320v2,arXiv
Computer Science,Human-Computer Interaction,Qualitative,Probabilistic Multimodal Modeling for Human-Robot Interaction Tasks,"Human-robot interaction benefits greatly from multimodal sensor inputs as
they enable increased robustness and generalization accuracy. Despite this
observation, few HRI methods are capable of efficiently performing inference
for multimodal systems. In this work, we introduce a reformulation of
Interaction Primitives which allows for learning from demonstration of
interaction tasks, while also gracefully handling nonlinearities inherent to
multimodal inference in such scenarios. We also empirically show that our
method results in more accurate, more robust, and faster inference than
standard Interaction Primitives and other common methods in challenging HRI
scenarios.",http://arxiv.org/abs/1908.04955v1,arXiv
Computer Science,Human-Computer Interaction,Qualitative,Understanding Mental Models of AI through Player-AI Interaction,"Designing human-centered AI-driven applications require deep understandings
of how people develop mental models of AI. Currently, we have little knowledge
of this process and limited tools to study it. This paper presents the position
that AI-based games, particularly the player-AI interaction component, offer an
ideal domain to study the process in which mental models evolve. We present a
case study to illustrate the benefits of our approach for explainable AI.",http://arxiv.org/abs/2103.16168v1,arXiv
Computer Science,Human-Computer Interaction,Qualitative,"Clo(o)k: Human-Time Interactions Through a Clock That ""Looks""","What if a clock could do more than tell time - what if it could look around?
This project explores the conceptualization, design, and construction of a
timepiece with visual perception capabilities, featuring three types of
human-time interactions. Informal observations during a demonstration highlight
its unique user experiences. https://www.zhuoyuelyu.com/clook",http://arxiv.org/abs/2303.14557v2,arXiv
Computer Science,Human-Computer Interaction,Qualitative,"Interaction-Required Suggestions for Control, Ownership, and Awareness
  in Human-AI Co-Writing","This paper explores interaction designs for generative AI interfaces that
necessitate human involvement throughout the generation process. We argue that
such interfaces can promote cognitive engagement, agency, and thoughtful
decision-making. Through a case study in text revision, we present and analyze
two interaction techniques: (1) using a predictive-text interaction to type the
assistant's response to a revision request, and (2) highlighting potential edit
opportunities in a document. Our implementations demonstrate how these
approaches reveal the landscape of writing possibilities and enable
fine-grained control. We discuss implications for human-AI writing partnerships
and future interaction design directions.",http://arxiv.org/abs/2504.08726v1,arXiv
Computer Science,Human-Computer Interaction,Mixed Methods,Visual Enhancement for Sports Entertainment by Vision-Based Augmented Reality,"<jats:p>This paper presents visually enhanced sports entertainment applications: AR Baseball Presentation System and Interactive AR Bowling System. We utilize vision-based augmented reality for getting immersive feeling. First application is an observation system of a virtual baseball game on the tabletop. 3D virtual players are playing a game on a real baseball field model, so that users can observe the game from favorite view points through a handheld monitor with a web camera. Second application is a bowling system which allows users to roll a real ball down a real bowling lane model on the tabletop and knock down virtual pins. The users watch the virtual pins through the monitor. The lane and the ball are also tracked by vision-based tracking. In those applications, we utilize multiple 2D markers distributed at arbitrary positions and directions. Even though the geometrical relationship among the markers is unknown, we can track the camera in very wide area.</jats:p>",https://doi.org/10.1155/2008/145363,CrossRef
Computer Science,Human-Computer Interaction,Mixed Methods,DeepSI: Interactive Deep Learning for Semantic Interaction,"In this paper, we design novel interactive deep learning methods to improve
semantic interactions in visual analytics applications. The ability of semantic
interaction to infer analysts' precise intents during sensemaking is dependent
on the quality of the underlying data representation. We propose the
$\text{DeepSI}_{\text{finetune}}$ framework that integrates deep learning into
the human-in-the-loop interactive sensemaking pipeline, with two important
properties. First, deep learning extracts meaningful representations from raw
data, which improves semantic interaction inference. Second, semantic
interactions are exploited to fine-tune the deep learning representations,
which then further improves semantic interaction inference. This feedback loop
between human interaction and deep learning enables efficient learning of user-
and task-specific representations. To evaluate the advantage of embedding the
deep learning within the semantic interaction loop, we compare
$\text{DeepSI}_{\text{finetune}}$ against a state-of-the-art but more basic use
of deep learning as only a feature extractor pre-processed outside of the
interactive loop. Results of two complementary studies, a human-centered
qualitative case study and an algorithm-centered simulation-based quantitative
experiment, show that $\text{DeepSI}_{\text{finetune}}$ more accurately
captures users' complex mental models with fewer interactions.",http://arxiv.org/abs/2305.18357v1,arXiv
Computer Science,Human-Computer Interaction,Mixed Methods,"Towards Effective Human-AI Collaboration in GUI-Based Interactive Task
  Learning Agents","We argue that a key challenge in enabling usable and useful interactive task
learning for intelligent agents is to facilitate effective Human-AI
collaboration. We reflect on our past 5 years of efforts on designing,
developing and studying the SUGILITE system, discuss the issues on
incorporating recent advances in AI with HCI principles in mixed-initiative
interactions and multi-modal interactions, and summarize the lessons we
learned. Lastly, we identify several challenges and opportunities, and describe
our ongoing work",http://arxiv.org/abs/2003.02622v1,arXiv
Computer Science,Human-Computer Interaction,Mixed Methods,"Contextualizing Large-Scale Domain Knowledge for Conceptual Modeling and
  Simulation","We present an interactive modeling tool, VERA, that scaffolds the acquisition
of domain knowledge involved in conceptual modeling and agent-based
simulations. We describe the knowledge engineering process of contextualizing
large-scale domain knowledge. Specifically, we use the ontology of biotic
interactions in Global Biotic Interactions, and the trait data of species in
Encyclopedia of Life to facilitate the model construction. Learners can use
VERA to construct qualitative conceptual models of ecological phenomena, run
them as quantitative simulations, and review their predictions.",http://arxiv.org/abs/2209.02579v1,arXiv
Computer Science,Human-Computer Interaction,Mixed Methods,VizWiz Dataset Browser: A Tool for Visualizing Machine Learning Datasets,"We present a visualization tool to exhaustively search and browse through a
set of large-scale machine learning datasets. Built on the top of the VizWiz
dataset, our dataset browser tool has the potential to support and enable a
variety of qualitative and quantitative research, and open new directions for
visualizing and researching with multimodal information. The tool is publicly
available at https://vizwiz.org/browse.",http://arxiv.org/abs/1912.09336v1,arXiv
Computer Science,Human-Computer Interaction,Design and Development,A Functional Driver Analyzing Concept,"<jats:p>It is evident that a lot of accidents occur because of drowsiness or inattentiveness of the driver. The logical consequence is that we have to find methods to better analyze the driver. A lot of research has been spent on camera-based systems which focus on the driver's eye gaze or his head movement. But there are few systems that provide camera-free driver analyzing. This is the main goal of the work presented here which is structured in three phases, with the operational goal of having a working driver analyzer implemented in a car. The main question is: is it possible to make statements concerning the driver and his state by using vehicle data from the CAN Bus only? This paper describes the current state of driver analyzing, our overall system architecture, as well as future work. At the moment, we focus on detecting the driving style of a person.</jats:p>",https://doi.org/10.1155/2011/413964,CrossRef
Computer Science,Human-Computer Interaction,Design and Development,Developing a Child Friendly Text-to-Speech System,"<jats:p>This paper discusses the implementation details of a child friendly, good quality, English text-to-speech (TTS) system that is phoneme-based, concatenative, easy to set up and use with little memory. Direct waveform concatenation and linear prediction coding (LPC) are used. Most existing TTS systems are unit-selection based, which use standard speech databases available in neutral adult voices. Here reduced memory is achieved by the concatenation of phonemes and by replacing phonetic wave files with their LPC coefficients. Linguistic analysis was used to reduce the algorithmic complexity instead of signal processing techniques. Sufficient degree of customization and generalization catering to the needs of the child user had been included through the provision for vocabulary and voice selection to suit the requisites of the child. Prosody had also been incorporated. This inexpensive TTS system was implemented in MATLAB, with the synthesis presented by means of a graphical user interface (GUI), thus making it child friendly. This can be used not only as an interesting language learning aid for the normal child but it also serves as a speech aid to the vocally disabled child. The quality of the synthesized speech was evaluated using the mean opinion score (MOS).</jats:p>",https://doi.org/10.1155/2008/597971,CrossRef
Computer Science,Human-Computer Interaction,Design and Development,Enhancing Human-Computer Interaction in Augmented Reality (AR) and Virtual Reality (VR) Environments: The Role of Adaptive Interfaces and Haptic Feedback Systems,"<jats:p>Human-Computer Interaction (HCI) in Augmented Reality (AR) and Virtual Reality (VR) environments has emerged as a critical area of research, shaping how users interact with immersive technologies. This study explores the design and development of advanced HCI frameworks in AR/VR environments, with a particular focus on adaptive interfaces and haptic feedback systems. Adaptive interfaces employ real-time data to personalize user experiences, while haptic feedback systems provide tactile sensations to bridge the gap between digital and physical interactions. The integration of these technologies enhances user engagement, immersion, and efficiency across applications such as gaming, training simulations, healthcare, and remote collaboration. This research investigates the challenges in creating intuitive, responsive systems and examines cutting-edge solutions in multimodal interactions, gesture recognition, and real-time feedback processing. By analyzing user performance and satisfaction, this study contributes to the refinement of AR/VR systems, paving the way for next-generation immersive environments.</jats:p>",https://doi.org/10.62802/jfxtjt43,CrossRef
Computer Science,Human-Computer Interaction,Design and Development,RoboTable: An Infrastructure for Intuitive Interaction with Mobile Robots in a Mixed-Reality Environment,"<jats:p>This paper presents the design, development, and testing of a tabletop interface called RoboTable, which is an infrastructure supporting intuitive interaction with both mobile robots and virtual components in a mixed-reality environment. With a flexible software toolkit and specifically developed robots, the platform enables various modes of interaction with mobile robots. Using this platform, prototype applications are developed for two different application domains:<jats:italic>RoboPong</jats:italic>investigates the efficiency of the RoboTable system in game applications, and<jats:italic>ExploreRobot</jats:italic>explores the possibility of using robots and intuitive interaction to enhance learning.</jats:p>",https://doi.org/10.1155/2012/301608,CrossRef
Computer Science,Human-Computer Interaction,Design and Development,A Text-Based Chat System Embodied with an Expressive Agent,"<jats:p>Life-like characters are playing vital role in social computing by making human-computer interaction more easy and spontaneous. Nowadays, use of these characters to interact in online virtual environment has gained immense popularity. In this paper, we proposed a framework for a text-based chat system embodied with a life-like virtual agent that aims at natural communication between the users. To achieve this kind of system, we developed an agent that performs some nonverbal communications such as generating facial expression and motions by analyzing the text messages of the users. More specifically, this agent is capable of generating facial expressions for six basic emotions such as happy, sad, fear, angry, surprise, and disgust along with two additional emotions, irony and determined. Then to make the interaction between the users more realistic and lively, we added motions such as eye blink and head movements. We measured our proposed system from different aspects and found the results satisfactory, which make us believe that this kind of system can play a significant role in making an interaction episode more natural, effective, and interesting. Experimental evaluation reveals that the proposed agent can display emotive expressions correctly 93% of the time by analyzing the users’ text input.</jats:p>",https://doi.org/10.1155/2017/8962762,CrossRef
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,"Transitioning Between Audience and Performer: Co-Designing Interactive
  Music Performances with Children","Live interactions have the potential to meaningfully engage audiences during
musical performances, and modern technologies promise unique ways to facilitate
these interactions. This work presents findings from three co-design sessions
with children that investigated how audiences might want to interact with live
music performances, including design considerations and opportunities. Findings
from these sessions also formed a Spectrum of Audience Interactivity in live
musical performances, outlining ways to encourage interactivity in music
performances from the child perspective.",http://arxiv.org/abs/1702.06236v1,arXiv
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,Interacting with Thoughtful AI,"We envision the concept of Thoughtful AI, a new human-AI interaction paradigm
in which the AI behaves as a continuously thinking entity. Unlike conventional
AI systems that operate on a turn-based, input-output model, Thoughtful AI
autonomously generates, develops, and communicates its evolving thought process
throughout an interaction. In this position paper, we argue that this
thoughtfulness unlocks new possibilities for human-AI interaction by enabling
proactive AI behavior, facilitating continuous cognitive alignment with users,
and fostering more dynamic interaction experiences. We outline the conceptual
foundations of Thoughtful AI, illustrate its potential through example
projects, and envision how this paradigm can transform human-AI interaction in
the future.",http://arxiv.org/abs/2502.18676v2,arXiv
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,Utilising Explanations to Mitigate Robot Conversational Failures,"This paper presents an overview of robot failure detection work from HRI and
adjacent fields using failures as an opportunity to examine robot explanation
behaviours. As humanoid robots remain experimental tools in the early 2020s,
interactions with robots are situated overwhelmingly in controlled
environments, typically studying various interactional phenomena. Such
interactions suffer from real-world and large-scale experimentation and tend to
ignore the 'imperfectness' of the everyday user. Robot explanations can be used
to approach and mitigate failures, by expressing robot legibility and
incapability, and within the perspective of common-ground. In this paper, I
discuss how failures present opportunities for explanations in interactive
conversational robots and what the potentials are for the intersection of HRI
and explainability research.",http://arxiv.org/abs/2307.04462v1,arXiv
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,"Inflation of Interactivity? Analyzing and Understanding Embodied
  Interaction in Interactive Art through a New Three-dimensional Model","This insight paper examines embodied interaction in interactive art, focusing
on body embodiment, bodily sensation (i.e., somaesthetic), and audience-artwork
interaction. The authors propose a new three-dimensional descriptive model of
interactive art based on literature and apply to analyze a curated corpus of 49
award-winning artworks from the Prix Ars Electronica between 2009 and 2023. The
analysis reveals emergent patterns of interactive art that deepen the
understanding of interactive art from an embodied perspective and prepare the
ground for future research and art practices. This paper has discovered that
embodied interaction remains under-explored in interactive art rather than an
inflation of interactivity. Notable research gaps persist in exploring virtual
embodiment within sociocultural contexts using immersive technologies.
Furthermore, it also underscores the need to revisit the sociological and
etymological roots of interaction to enhance interpersonality and relationality
and advocates for a paradigm shift in future research and practice in
interactive art.",http://arxiv.org/abs/2409.00047v1,arXiv
Computer Science,Human-Computer Interaction,Theoretical / Conceptual,Ten Conceptual Dimensions of Context,"This paper attempts to synthesize various conceptualizations of the term
""context"" as found in computing literature. Ten conceptual dimensions of
context thus emerge -- location; user, task, and system characteristics;
physical, social, organizational, and cultural environments; time-related
aspects, and historical information. Together, the ten dimensions of context
provide a comprehensive view of the notion of context, and allow for a more
systematic examination of the influence of context and contextual information
on human-system or human-AI interactions.",http://arxiv.org/abs/2111.04472v1,arXiv
Computer Science,Software Engineering Principles,Quantitative,Software metrics and measurement principles,"<jats:p>Software measurement is widely advocated as a fundamental constituent of an engineering approach to planning and controlling software development. Unfortunately, there is a dichotomy between the quantity of developed metrics and those used. This paper provides a tutorial review of software engineering measurement indicating the depth and breadth of the field. Individual metrics are not described due to the interest of this paper being on the measurement process and not the products of that process. Generic problems have been identified within existing measurement processes, these provide learning points for the expression of measurement principles. These principles are classified and described according to their position within the formulation, analysis and application stages of measurement. Conclusions are elaborated that suggest that existing measurement frameworks for applying measurement - often called measurement methods - do not provide sufficient support for the principles and their continued use will only serve to replicate the problems. In order to improve the products i.e. metrics, the measurement process requires improvement through inclusion of these principles in a new method.</jats:p>",https://doi.org/10.1145/181610.181625,CrossRef
Computer Science,Software Engineering Principles,Quantitative,Principles and Measurement Models for Software Assurance,<jats:p>Ensuring and sustaining software product integrity requires that all project stakeholders share a common understanding of the status of the product throughout the development and sustainment processes. Accurately measuring the product’s status helps achieve this shared understanding. This paper presents an effective measurement model organized by seven principles that capture the fundamental managerial and technical concerns of development and sustainment. These principles guided the development of the measures presented in the paper. Data from the quantitative measures help organizational stakeholders make decisions about the performance of their overall software assurance processes. Complementary risk-based data help them make decisions relative to the assessment of risk. The quantitative and risk-based measures form a comprehensive model to assess program and organizational performance. An organization using this model will be able to assess its performance to ensure secure and trustworthy products.</jats:p>,https://doi.org/10.4018/jsse.2013010101,CrossRef
Computer Science,Software Engineering Principles,Quantitative,TOWARD SOFTWARE ENGINEERING PRINCIPLES BASED ON ISLAMIC ETHICAL VALUES,"<jats:p>Software is the core for Computer-based applications which became  an essential part for critical control systems, health and human life  guard systems, financial and banking systems, educational and other  systems. It requires qualified software engineers professionally and  ethically. L.R and survey results show that software engineering  professionals facing several ethical related problems which are costly,  harmful and affected high ratio of people. Professional organizations  like ACM, IEEE, ABET and CSAC have established codes of ethics to help  software engineering professionals to understand and manage their  ethical responsibilities. Islam considers ethics an essential factor to  build individuals,communities and society. Islamic Ethics are set of  moral principles and guidance that recognizes what is right behavior  from wrong, which are comprehensive, stable, fair, and historically  prove success in building ethically great society. The 1.3 billions of  Muslims with 10s of thousands of software engineers should have an  effective role in software development and life, which requires them to  understand and implement ethics, specially the Islamic ethics in their  work. This paper is a frame-work for modeling software engineering  principle. It focuses mainly on adopting a new version of software  engineering principle based on Islamic ethical values.</jats:p>",https://doi.org/10.31436/iiumej.v9i2.99,CrossRef
Computer Science,Software Engineering Principles,Quantitative,Software engineering principles to improve quality and performance of R software,"<jats:p>Today’s computational researchers are expected to be highly proficient in using software to solve a wide range of problems ranging from processing large datasets to developing personalized treatment strategies from a growing range of options. Researchers are well versed in their own field, but may lack formal training and appropriate mentorship in software engineering principles. Two major themes not covered in most university coursework nor current literature are software testing and software optimization. Through a survey of all currently available Comprehensive R Archive Network packages, we show that reproducible and replicable software tests are frequently not available and that many packages do not appear to employ software performance and optimization tools and techniques. Through use of examples from an existing R package, we demonstrate powerful testing and optimization techniques that can improve the quality of any researcher’s software.</jats:p>",https://doi.org/10.7717/peerj-cs.175,CrossRef
Computer Science,Software Engineering Principles,Quantitative,Principles of survey research part 6,"<jats:p>This article is the last of our series of articles on survey research. In it, we discuss how to analyze survey data. We provide examples of correct and incorrect analysis techniques used in software engineering surveys.</jats:p>",https://doi.org/10.1145/638750.638758,CrossRef
Computer Science,Software Engineering Principles,Qualitative,Developing a process framework using principles of value‐based software engineering,"<jats:title>Abstract</jats:title><jats:p>In this article we present a software process framework using the 4 + 1 theory and principles of value‐based software engineering (VBSE). The value‐based process framework serves as a 6‐step process guide, and explains critical interactions between the five theories in the 4 + 1 theory of value‐based software engineering. This article also applies the process framework to a supply chain organization through a case study analysis to illustrate its strength in practice. Copyright © 2007 John Wiley &amp; Sons, Ltd.</jats:p>",https://doi.org/10.1002/spip.333,CrossRef
Computer Science,Software Engineering Principles,Qualitative,Research Dojo,"<jats:p>This report summarizes key findings from a workshop held at the 14th International Conference on Agile Software Development (XP2013) called ""Research Dojo: Collaborative Approaches for our Agile Community"".</jats:p>
          <jats:p>Both software development and research are knowledge-intensive endeavors. While agile approaches have been increasingly adopted in software development projects, whether such approaches can beneficially be applied to conducting research is a phenomenon yet to be fully explored.</jats:p>
          <jats:p>The objective of the workshop was to gain a deeper understanding of the similarities and differences between academic research and agile software development, in order to explore whether agile practices can also be used for collaboratively conducted research. The opinions of the workshop participants are summarized and observations of the research dojo session carried out by the participants are reported. We conclude by identifying further areas for investigation.</jats:p>",https://doi.org/10.1145/2507288.2507324,CrossRef
Computer Science,Software Engineering Principles,Qualitative,"Review of ""Dr. Peeling's principles of management","<jats:p>For agent-based supply chain integration &amp; coordination (SCIC), agent architecture is the foundation and core content. In this paper, agent internal architecture and an infrastructure for SCIC are discussed in detail. For agent internal architecture, generic agent internal architecture reference is given and a concrete agent internal architecture for SCIC is put forward. For infrastructure, agent grid technology is introduced into SCIC. At the same time, agent grid technology and SCIC are bridged, and detail analysis is given. Finally, a case study is showed.</jats:p>",https://doi.org/10.1145/882240.882260,CrossRef
